created_at,id,username,name,withheld.country_codes
2012-07-24T22:59:27.000Z,715071139,_7aso0on,Hussain,
2012-09-22T12:30:57.000Z,839668676,DarylOwenJ,オーウェン,
2012-06-25T11:52:19.000Z,618029513,edisdev,Hatice Edis 📟,
2013-10-04T15:46:40.000Z,1934669329,ikirker,Ian Kirker,
2010-09-25T01:35:35.000Z,194811144,jolaurin24,Jonathan Laurin,
2009-05-06T22:21:23.000Z,38292395,alfongj,Alfonso 🍀🪐,
2006-09-02T01:59:11.000Z,5177,serdar,Serdar Kiliç,
2013-01-03T13:52:19.000Z,1057825998,chmanw,Chima,
2006-11-20T00:04:50.000Z,13148,inky,liam,
2008-07-12T02:02:26.000Z,15399427,jony_silva,Jonathan,
2012-03-23T18:32:49.000Z,534682665,simon_jthompson,Simon,
2008-06-03T16:42:57.000Z,14994626,jordan_dixon,jordan,
2014-06-10T15:04:19.000Z,2559234067,CMaalouli,Carla El Maalouli,
2009-02-25T23:39:56.000Z,21937068,lizkelley,liz kelley,
2010-06-23T06:46:14.000Z,158647045,reihingj,James Francis,
2011-09-13T19:12:40.000Z,372969203,megsraye,Megan (Carlisle) Cervantes,
2014-02-07T16:00:52.000Z,2332068752,GlyneGittens,Black Fraught 😩,
2009-04-25T08:08:08.000Z,35175325,mariumwebster,Marium R. Qureshi,
2012-09-25T20:49:35.000Z,846203268,sourenian,david,
2009-01-16T10:15:36.000Z,19061426,rboyer,Romain Boyer,
2010-07-05T15:55:43.000Z,163116279,AHerblin,Audrey Herblin-Stoop,
2009-08-29T14:05:53.000Z,69873966,GaellePasteur,Gaëlle Pasteur 🍃,
2015-09-18T20:49:09.000Z,3700118603,JudithSoundy,Judith Soundy,
2016-01-12T09:43:37.000Z,4782967163,clodescoms,Chloé ⚡,
2011-06-17T11:39:38.000Z,318990027,Ikrame,ikrame 🌪,
2010-07-02T14:25:55.000Z,162058729,JulieSalesses,Julie S.,
2011-07-11T14:57:26.000Z,333438824,gurnoorsingh7,gurnoor singh,
2009-03-14T13:44:41.000Z,24369716,SawdaSays,S.,
2012-05-08T03:14:05.000Z,574242162,AlexWach,Alex Wach,
2014-02-22T06:26:01.000Z,2358013553,AyaNakamuraa,Aya Nakamura,
2017-07-17T01:31:00.000Z,886760109858312192,abrahamcalf,Abraham Calf,
2012-11-03T11:13:49.000Z,922977192,1paulowe,Paul,
2013-08-26T17:04:57.000Z,1702439972,ealvareztheswig,Eric Alvarez,
2009-11-04T10:55:17.000Z,87412190,nikoseti,Nicholas Gichuru,
2012-02-20T12:15:16.000Z,497834217,ChlodAlejandro,chlod,
2018-10-04T23:30:23.000Z,1047992355226312706,devnicius,Vinissue 🤙,
2009-03-29T00:08:31.000Z,27340011,sarcasT0NY,melatony,
2017-12-12T14:31:49.000Z,940590016123817984,oikoritsa,SSR psina,
2019-08-31T09:17:54.000Z,1167728064488529921,matislearning,Matthew,
2013-08-04T21:54:29.000Z,1646245537,Guuri11,Guuriiii🔥,
2019-01-26T10:33:26.000Z,1089109049231228929,diogogmmendes,Diogo Mendes,
2015-02-14T15:05:27.000Z,3036963934,ITzPake,Pake,
2010-01-08T21:47:21.000Z,103094668,MartyHowes,Martin Howes,
2011-04-16T19:06:15.000Z,283179808,JelaniThompson_,Jelani Thompson,
2009-09-03T11:58:35.000Z,71235154,Gabriel_Albq,Gabriel,
2008-11-20T05:16:28.000Z,17505160,SyafieMustafa,🇺🇳 Fie ,
2011-06-13T16:22:14.000Z,316546486,Sean12697,Sean O'Mahoney 🧙‍♂️🍻👨‍💻,
2010-06-07T01:33:31.000Z,152847605,e_m_mh,Emmanuel Curiel,
2011-10-13T17:17:32.000Z,390226670,d_valdenegro,Daniel Valdenegro,
2018-08-05T18:34:59.000Z,1026174744222199810,AdemOzcan68,Adem Furkan Özcan,
2011-03-14T15:21:21.000Z,266049280,ilcarbo,ilcarbo,
2008-12-30T17:15:28.000Z,18482041,smurtagh,Santi Murtagh,
2012-10-02T19:25:48.000Z,858584257,nnajiabraham,Abraham,
2015-10-02T11:37:05.000Z,3842600080,RemixNv,Nik V.,
2010-03-13T15:57:57.000Z,122701796,kaiohbrito,Kaio Brito,
2007-03-26T01:50:41.000Z,2236091,watters,Cameron Watters,
2015-07-30T05:43:13.000Z,3301148736,shubhaswamyy,shubha,
2012-03-25T05:26:32.000Z,536018872,thesteggie,Christine Chen* 🦆,
2017-07-23T17:26:33.000Z,889174908261060608,arozhko_,Anatoly Rozhko 🇺🇦,
2019-03-04T16:54:16.000Z,1102613239345659904,itsjackdunn,Jack Dunn,
2009-08-01T15:29:20.000Z,62054392,zenoachtig,Zeno ✨,
2014-08-17T19:57:45.000Z,2740368090,Ni5hah,Nisha Shah,
2008-07-09T05:41:07.000Z,15362696,movalex,Alexey Bogomolov,
2013-03-18T15:56:55.000Z,1278091098,esbenkam,Esben Mortensen,
2011-10-23T13:06:34.000Z,396561243,life_in_future,Martin S.,
2016-12-03T17:02:03.000Z,805094761031929856,sherlineistaken,Shirl ✨,
2020-02-24T15:55:01.000Z,1231970651054821377,AzulApps_,AzulApps,
2014-07-16T08:13:01.000Z,2650374499,yashvcdeshmukh,Yash Deshmukh,
2019-09-22T17:11:25.000Z,1175819781116547072,dal_lumi,Candy,
2016-10-04T22:16:21.000Z,783430583099666432,GN,Gennaro N. ,
2016-04-30T05:47:43.000Z,726286892967288832,kingmedott,Ahmad,
2013-01-09T11:42:23.000Z,1073549461,serranicolas_,Nicolas Serra,
2011-02-25T10:04:28.000Z,257399349,americanmegalo,Megan is americanmegalo everywhere,
2011-01-18T20:50:49.000Z,239957708,amisha_sud,Amisha Sud,
2006-04-03T16:00:21.000Z,76,marciadorsey,Marcia Dorsey🌻⚜️🗽,
2011-01-10T02:06:34.000Z,236209129,leslieberland,Leslie Berland,
2012-05-27T02:36:28.000Z,591524484,DanielStormApps,Daniel Storm,
2010-10-31T08:19:03.000Z,210368318,vladeku,Vladimir Khuraskin,
2015-02-06T17:21:57.000Z,3021719709,CodyFreeberg,Cody Freeberg ✝️🇺🇸,
2008-01-02T09:18:39.000Z,11747442,zorrobiwan,Pascal Alberty - zorrobiwan@mastodon.online,
2010-11-05T07:15:38.000Z,212137619,hikyleharris,Kyle Harris,
2015-01-30T13:50:31.000Z,3005608265,AniOfficial97,Aniruddha samajdar,
2011-08-19T13:34:10.000Z,358156150,Gitarre3,Gitarre3,
2009-03-13T16:21:49.000Z,24198398,TwitVOR,theVoiceofReason,
2013-03-01T18:13:16.000Z,1230763771,ScaiLanCrei,Juan Antonio,
2008-04-22T14:41:58.000Z,14475298,tinysubversions,Darius Kazemi,
2009-05-08T17:46:04.000Z,38708874,lpolovets,Leo Polovets,
2014-08-20T17:16:18.000Z,2748213749,jisshycoo,helvetica hoochie,
2017-06-01T17:58:26.000Z,870338763943100416,EyeDeeeen,Aidin Tonekaboni,
2011-11-24T23:27:28.000Z,420682508,kltelles,kat telles,
2012-06-19T06:16:20.000Z,612316193,sangzle,candy sao,
2014-02-16T19:45:39.000Z,2347355456,tapshah21,Tapan Shah,
2010-10-07T23:21:38.000Z,199881467,KatelynDCano,Katelyn Cano,
2009-03-06T14:12:59.000Z,23067523,femme_digital,Emily McCammon,
2017-08-23T08:21:43.000Z,900271822465380352,threader,Threader,
2014-06-06T01:19:20.000Z,2548985366,Blackbirds,Twitter Blackbirds,
2018-09-02T13:31:57.000Z,1036245345108410368,lesliearkorful,Leslie,
2008-03-10T00:14:55.000Z,14110325,jayholler,🚨WARNING: IMMINENT DANGER🚨,
2013-02-27T20:01:12.000Z,1225933934,AdsAPI,Twitter Ads API,
2012-12-21T16:16:00.000Z,1026694159,josephlrice,Joe Rice,
2014-04-02T20:11:40.000Z,2424285702,MDBird,Matt Bird,
2013-09-24T20:06:37.000Z,1901617196,kolb,J. Kolb,
2012-08-23T21:59:48.000Z,776841180,ScalaHanSolo,Sean Callahan 👾,
2009-02-05T02:11:12.000Z,20114406,kbw,Kyle | Gitcoin | kbw.eth,
2009-05-02T21:48:49.000Z,37290907,boo,bruce.falck() 🦗,
2007-03-15T15:11:22.000Z,1228181,michaelmontano,Michael Montano,
2017-12-21T02:24:12.000Z,943668392396972032,LilyLi_13,Lily Li,
2013-06-15T18:47:35.000Z,1520120382,Open_Fuse,Darrell,
2009-04-28T06:21:53.000Z,36006931,tunap00,Tina Le,
2010-12-18T04:16:37.000Z,227902453,djFunFacts,Walt,
2009-06-30T16:43:53.000Z,52445243,_priyankashetty,Priyanka Shetty,
2007-09-17T06:58:32.000Z,8925602,wesley83,𝕎𝕖𝕤𝕝𝕖𝕪 𝔽𝕒𝕦𝕝𝕜𝕟𝕖𝕣,
2019-06-29T13:08:33.000Z,1144955815742332928,gesronet,$amuel Otomewo ⚡,
2012-12-25T15:15:20.000Z,1034979906,manuelvivoda,manny,
2009-08-04T18:21:26.000Z,62887919,DianaA,Diana 🖤,
2009-04-23T15:29:09.000Z,34640904,ahusker1,Amy Young 🫡💙,
2014-09-25T22:19:26.000Z,2832255168,lkbhas,Laura Hasemeyer,
2009-02-04T20:02:15.000Z,20086442,jqiu,Jenny Qiu Hylbert,
2018-03-05T20:10:21.000Z,970753403314843650,eemshhh,E-Dawg,
2009-11-20T20:44:16.000Z,91421531,danbress,Dan Bress,
2010-07-12T17:33:29.000Z,165837734,binary_aaron,λ(vibe): vibe.rshift(2),
2012-12-20T00:04:48.000Z,1023142248,MattDickinson5,Matthew Dickinson,
2012-07-21T22:12:56.000Z,709656486,brandonmikulka,Brandon Spork ಠಿ_ಠ,
2011-04-29T19:09:49.000Z,290113136,MacMerritt,Mac Merritt,
2013-05-20T14:42:13.000Z,1443971138,JoshAFC,Josh,
2020-02-10T04:50:22.000Z,1226730045516828673,Soybeys,",",
2011-07-17T13:48:53.000Z,337119125,wongmjane,Jane Manchun Wong,
2009-08-12T17:38:23.000Z,65101419,MariefHull,Marie Hull,
2009-06-24T05:01:32.000Z,50219946,richddr,Richard Garcia 🇩🇴,
2014-11-26T20:17:28.000Z,2893848982,simo_benhida,Mohamed Benhida 💭,
2014-10-25T09:52:57.000Z,2843466910,jalotis,Janek Wunderlich,
2020-01-10T23:13:08.000Z,1215773563812102144,Stephbrown513,Steph Brown,
2020-05-13T12:07:09.000Z,1260541850710159361,JamesZacharyRi1,Yeahyou,
2016-03-25T19:58:41.000Z,713455080645726212,m8_niclas,Niclas,
2015-07-09T12:51:27.000Z,3367577051,melownit,Mlowt,
2009-05-06T02:14:36.000Z,38088253,Candi,Candi Castleberry (She/Her),
2016-06-14T20:33:20.000Z,742817220179439616,KootiYabantu,Blackie,
2008-05-07T02:49:00.000Z,14682358,telisayancy,telisayancy,
2009-06-09T20:25:03.000Z,45934467,ClinicEscort,mkb 💙🍑,
2008-01-27T22:29:09.000Z,12762882,chichard41,Richard Johnson,
2008-05-19T20:05:46.000Z,14837377,pixelsguy,𝕔𝕨𝕚𝕤𝕖,
2017-10-19T22:31:19.000Z,921141741624938496,mirdaub,Mir,
2011-10-27T08:43:17.000Z,399291604,ShellieStewart1,Shellie Stewart,
2016-06-11T15:59:31.000Z,741661146109739008,zacmacphee,ZAC MACPHEE,
2008-12-15T21:26:40.000Z,18147204,Foleen,Eileen Foley,
2017-06-15T18:39:52.000Z,875422621059489794,CamCausey,Cameron Causey,
2009-03-06T03:10:34.000Z,23021643,torilevine0801,Tori Levine,
2012-05-02T14:15:40.000Z,569220369,KvdohertyQU,👾,
2013-03-07T17:47:06.000Z,1249673383,Oooh_Tay,Taylor N 👍,
2012-02-16T19:38:37.000Z,494324186,LauraLikesPi,LauraLikesPi,
2009-01-26T15:43:29.000Z,19539923,SleepyDystopian,I Am Sam / Sleepless Dystopian,
2010-10-21T18:23:04.000Z,205838503,M_Gatta,Maria Gatta,
2011-05-14T16:52:13.000Z,298621778,muchamadhusyein,M... Husyein 🇮🇩 🌏 🥽,
2011-04-23T12:52:09.000Z,286661145,humanconfetti,Cook,
2019-09-20T01:23:19.000Z,1174856501204111360,bitprj,🚀 Bit Project,
2014-12-03T04:27:55.000Z,2903286651,my_muslim_voice,The Strangers poets,
2008-05-24T20:08:43.000Z,14893345,yoyoel,Yoel Roth,
2010-03-24T19:05:33.000Z,126070731,alexa_kaspar,Alexa Kaspar,
2010-09-06T04:35:36.000Z,187416053,SeguraAndres7,Andres Segura-Tinoco,
2014-12-10T17:31:22.000Z,2914040439,CodeDrogo,Stateless,
2013-11-07T23:54:37.000Z,2181100537,hirimalibe,Malibe Hiribae,
2013-04-02T18:20:35.000Z,1323000732,NAJ_AJ,.Noga,
2007-04-12T04:55:15.000Z,4302721,Matthew238,Ken ichi AKIMOTO,
2019-10-21T23:54:13.000Z,1186430422189785094,ottodpc,OTTO Dieu-Puissant Cyprien,
2014-08-13T15:32:48.000Z,2729679972,dnmanor,DEE,
2011-03-01T01:28:05.000Z,259043749,ablack82,Austin Black,
2013-09-26T21:22:10.000Z,1909219404,everycolorbot,Every Color,
2009-05-05T04:53:31.000Z,37861434,earthquakesSF,SF QuakeBot,
2008-06-25T07:36:44.000Z,15228662,billsnitzer,billsnitzer,
2009-06-01T21:10:51.000Z,43973619,scott_peterson4,./scott📊,
2018-08-12T17:03:22.000Z,1028688403112517632,keebin_,Kevin,
2012-11-26T16:48:13.000Z,972316837,verissimodiogo,Diogo Veríssimo,
2011-09-15T09:57:07.000Z,373874606,DanChallender,Dan Challender,
2012-06-02T11:34:06.000Z,597330065,NikiRust,Dr Niki Rust 🌻,
2014-06-03T13:56:18.000Z,2543576312,Ed_pheasant,Matthew Grainger,
2010-03-26T15:27:56.000Z,126655762,negronjb,🟣 Mister J.B./ Don José Bernardo .·. 🌊,
2018-04-13T12:51:58.000Z,984776204459880448,VonMariePhD,"Von Marie Rodríguez-Guzmán, Ph.D.",
2013-01-14T20:55:50.000Z,1090139690,nathaliapls,nathália,
2017-07-21T06:32:34.000Z,888285552272736256,EazyOwl26,Isma'il,
2010-01-18T17:36:32.000Z,106155830,msdevUK,Microsoft Developer UK,
2012-10-23T01:27:39.000Z,898860300,ajb_sf,AJ,
2011-06-01T12:52:22.000Z,309044528,dara_tobi,Dara,
2019-04-21T19:43:48.000Z,1120050519182016513,RedouaneBali,Redouane,
2011-08-23T16:54:15.000Z,360708851,AerynLynne,Aeryn Lynne ∞🪶,
2009-04-17T06:15:57.000Z,32330308,coderinheels,Gen Ashley 🙏🇺🇦,
2009-07-28T23:33:15.000Z,61053048,JohnCalistro,John Calistro,
2011-10-12T13:40:03.000Z,389468789,arrdem,Location: @arrdem@macaw.social,
2009-07-29T01:45:26.000Z,61080739,tessak22,Tessa Kriesel is AFT🤱,
2009-07-17T16:53:52.000Z,57692791,omoseisreal,omose ogala,
2017-11-02T01:56:05.000Z,925904313792237568,adamu_fura,Adams Programmer 👨‍💻👓,
2010-11-03T23:28:30.000Z,211684322,jmpspn,Nik Johnson,
2014-01-16T18:44:38.000Z,2294860146,katejaiheelee,Kate🫡,
2010-02-28T05:13:56.000Z,118285131,immatthamlin,Matt Hamlin,
2011-11-09T14:32:44.000Z,408512238,EricFrohnhoefer,Eric Frohnhoefer @ 🏡,
2019-01-06T13:20:27.000Z,1081903319830986755,Glasbaby6,Glasbaby💎,
2010-10-13T14:17:12.000Z,202193994,Fasholaide,f(x),
2014-01-09T21:15:13.000Z,2284130947,dan_stevens9190,Daniel Stevens (he/him),
2009-08-17T20:32:12.000Z,66476470,MariaBenavides,María Renée,
2014-07-19T09:33:23.000Z,2659066236,Maryo0oum,مَرْيَمَ🍃,
2019-08-08T08:56:27.000Z,1159387886711689216,spacemontaine,☮𝚂𝚙𝚊𝚌𝚎𝙼𝚘𝚗𝚝𝚊𝚒𝚗𝚎☮,
2012-12-11T22:25:44.000Z,1005009372,b_hantsi,Bala or Hamza 🇳🇬,
2012-04-16T03:21:59.000Z,554911203,emilynunezc,emilysaurio🦖,
2011-09-19T04:48:48.000Z,376017717,jmo_mx,John Morrow,
2008-03-30T13:13:40.000Z,14258013,IMTheNachoMan,IMTheNachoMan,
2010-04-10T17:48:57.000Z,131575122,sdhanek,S D,
2019-01-17T17:28:43.000Z,1085952064671440896,EricDrewTweets,Eric Drew,
2007-03-28T03:26:47.000Z,2607381,ntakayama,Nick Takayama 💮Official,
2011-03-01T01:20:22.000Z,259040776,jillseroka,Jill Seroka,
2012-10-04T04:43:26.000Z,860871247,star95011,Cassandra,
2018-10-19T00:59:56.000Z,1053088322585686016,NFT_Depot,NFT_DEPOT,
2010-01-29T12:39:59.000Z,109549001,Bas_02,Bas Peters 🍿,
2014-08-08T04:44:55.000Z,2716156272,QueenMayaG,maya g✨,
2011-09-21T23:55:46.000Z,377695833,evansobkowicz,Evan Sobkowicz,
2015-07-22T19:07:29.000Z,3287798832,YahBoyAhmed,MJ,
2015-03-24T00:38:29.000Z,3105655687,LewisEraik,Lewis Erick,
2010-02-19T21:32:34.000Z,115764545,SaberOmrani,Saber OMRANI,
2011-06-21T16:17:09.000Z,321458185,AlexLamond1,Alex,
2019-10-17T06:41:15.000Z,1184720980096278528,codeswift27,Lexline Johnson #AbortionIsHealthcare,
2013-08-13T14:59:26.000Z,1668054211,JosoSXY,zosoSXY,
2009-12-31T07:31:29.000Z,100712312,just1and0,Oluwatobi Shokunbi,
2012-01-08T12:19:27.000Z,458311147,jacopoalberto,Jacopo Alberto Giorgino,
2010-01-27T23:05:51.000Z,109086610,kaoudis,kaoudis,
2010-06-18T05:25:04.000Z,156877944,asepandrif,A Andri,
2017-04-29T18:14:57.000Z,858384123655630848,JRSarmi,Jonathan,
2015-03-22T15:43:37.000Z,3103489957,Aniumss,Aniums,
2017-12-14T15:37:34.000Z,941331337759346688,louanben,Louan (parody),
2013-04-06T23:26:49.000Z,1332688104,RagnAgger,Dr Ragnar ᚠ,
2009-04-24T22:34:29.000Z,35063411,liblaura,Laura Wrubel,
2010-10-18T19:43:19.000Z,204474786,auwalms,Auwal MS,
2009-03-11T22:43:44.000Z,23845897,Meltwater,Meltwater,
2007-03-20T16:13:52.000Z,1643201,ydosios,Yannis Dosios,
2011-01-05T17:37:02.000Z,234444079,KashmirMaryam,Kashmir Maryam,
2009-06-19T17:59:05.000Z,48776953,joepursel,#JIRAJoe he/him,
2012-04-07T06:43:47.000Z,547469586,johnkagga,John Kagga,
2009-07-02T09:03:11.000Z,53014850,charl_tys,Charl✨,
2011-05-10T06:46:52.000Z,296111765,DodoNerd,Bhav Patel📊,
2007-05-15T18:09:12.000Z,6069072,Phonz,Phonz,
2010-08-03T10:19:48.000Z,174200541,mithrilmaker,Sneha Patil,
2008-10-20T02:15:41.000Z,16860092,juliezsteele,Julie Steele,
2017-04-27T21:56:37.000Z,857715129311297537,drmzio,Daniel Ramirez 🌵,
2008-04-08T19:12:24.000Z,14335093,amdev,amro,
2010-02-09T01:30:43.000Z,112586779,JLessey,Juan Lessey,
2010-09-04T07:19:21.000Z,186736799,networkjanitor,Kurt Bales (@kwbales@mastodon.social),
2019-10-18T10:32:50.000Z,1185141540416610304,Justin070120,Julie,
2017-11-12T00:39:11.000Z,929508838331637760,tasiukwaplong,TK,
2010-08-05T04:15:00.000Z,174919617,aaReese,Alyssa Reese,
2017-07-29T17:10:34.000Z,891345214606016516,JosepLpez92,Josep López,
2009-03-05T23:21:20.000Z,22996641,elasticpath,Elastic Path,
2009-03-28T20:19:08.000Z,27300059,MateoDeLaMancha,oueigh keigh,
2013-01-29T03:33:41.000Z,1129950619,Jotafme,OnlyJuans,
2012-07-11T08:19:23.000Z,632713891,SRfirehorseart,Suzanna Raymond 🧢 😷 💙 🎨,
2018-07-04T12:15:49.000Z,1014482914501771264,gaaneshaha,Ganesh Kumar,
2018-06-14T02:42:14.000Z,1007090807751495685,_Andrew_Bean,Andrew Bean,
2012-06-08T09:45:45.000Z,602625556,atmon3r,ɐʇɯon3ɹ ⚛,
2010-04-01T13:28:34.000Z,128555662,MattPengelly_,ᴍᴀᴛᴛ ᴘᴇɴɢᴇʟʟʏ ,
2018-07-07T00:37:11.000Z,1015394259032313861,jaobernard,jao@sdol:~$ ./dms.py,
2019-06-29T07:12:13.000Z,1144866141090799616,Danucas1,Danucas,
2013-03-13T15:09:53.000Z,1264701578,mjgarciapulido,María José García,
2010-08-09T23:51:43.000Z,176603828,victor_daros,Victor Daros 🇧🇷 🇮🇹,
